"geometry"
"POINT(16.490935510114376 59.36835666193741)"
"POINT(16.560548890401066 59.62446556366283)"
"POINT(16.559774276106854 59.62561471841695)"
"POINT(16.561194575938856 59.626754455368015)"
"POINT(16.56162152172973 59.622900045148135)"
"POINT(16.558492141058927 59.62643693903743)"
"POINT(16.55670070283337 59.62460409958832)"
"POINT(16.56425422099719 59.624106497111725)"
"POINT(16.563910573680655 59.627180852931325)"
"POINT(16.559145869909695 59.62593049041458)"
"POINT(16.564516307122194 59.62517652960641)"
"POINT(16.55987515474244 59.62456588626833)"
"POINT(16.56459437936786 59.62471270400353)"
"POINT(16.56110184836964 59.62658543167068)"
"POINT(16.559688347124094 59.625480307318355)"
"POINT(16.559232285387832 59.62285728435193)"
"POINT(16.562179915377467 59.627220615753366)"
"POINT(16.560655337524583 59.623871738963444)"
"POINT(16.557514077485983 59.62688605564793)"
"POINT(16.562884613024657 59.625039079904106)"
"POINT(16.559246925534936 59.626203435118114)"
"POINT(16.559813350772313 59.62506278863386)"
"POINT(16.557117463260354 59.62590723017543)"
"POINT(16.563236675271433 59.627191808650764)"
"POINT(16.564593429383013 59.62564590933641)"
"POINT(16.561904103578787 59.623527949118746)"
"POINT(16.560902532371177 59.62428341436599)"
"POINT(16.562754541525592 59.62654750311434)"
"POINT(16.55842840575394 59.62681559116194)"
"POINT(16.560447280256234 59.62318906796342)"
"POINT(16.560343773803186 59.62314842780994)"
"POINT(16.562947073194614 59.62441708182828)"
"POINT(16.56104742999639 59.62494452894765)"
"POINT(16.556819295889408 59.62307117988503)"
"POINT(16.562917992508723 59.625085205266295)"
"POINT(16.56336207045304 59.623769035831195)"
"POINT(16.557246022637614 59.625931404730075)"
"POINT(16.556624592617148 59.625985856985366)"
"POINT(16.557996639140743 59.62526376748034)"
"POINT(16.559600691422794 59.62455271839621)"
"POINT(16.558351447097447 59.6225986068067)"
"POINT(16.558043207021345 59.62518894068467)"
"POINT(16.557539795049635 59.62333424439423)"
"POINT(16.55935392311693 59.62594634451014)"
"POINT(16.559952929056244 59.62441540187149)"
"POINT(16.56209507329222 59.62312585969029)"
"POINT(16.559361312271754 59.62551571955768)"
"POINT(16.55700977193645 59.623749691640995)"
"POINT(16.563190473001153 59.624115056672636)"
"POINT(16.56085851259037 59.624761003823366)"
"POINT(16.558730084812037 59.625568182711355)"
"POINT(16.56154254268199 59.62707258339119)"
"POINT(16.558690249739566 59.626327862348774)"
"POINT(16.56376278283741 59.625744942423935)"
"POINT(16.562067935730667 59.62511191448419)"
"POINT(16.56492600520511 59.62593721702765)"
"POINT(16.55922832614551 59.62534911044904)"
"POINT(16.563618328495327 59.6235461788721)"
"POINT(16.557584151914416 59.62527615489144)"
"POINT(16.56087566095176 59.62618237273598)"
"POINT(16.563846287542546 59.62560099711394)"
"POINT(16.564128484666007 59.6256871527335)"
"POINT(16.56393603542026 59.62598776013553)"
"POINT(16.558345226312756 59.623852824078334)"
"POINT(16.557868608988116 59.62604054344444)"
"POINT(16.55874135051303 59.62576055611944)"
"POINT(16.557929632013664 59.62253222735158)"
"POINT(16.55691933308741 59.625616340302024)"
"POINT(16.55678411615398 59.6228138699583)"
"POINT(16.557625217770582 59.62452395760264)"
"POINT(16.56165849843932 59.624988591053786)"
"POINT(16.561055644178357 59.62535731481879)"
"POINT(16.55984487147289 59.62410657437451)"
"POINT(16.559422481772906 59.62328905115128)"
"POINT(16.559273388983478 59.627040844473555)"
"POINT(16.56347813515773 59.624669369116376)"
"POINT(16.561849586728723 59.622922997991445)"
"POINT(16.561724843916338 59.62356991535202)"
"POINT(16.561323824138565 59.62693036406366)"
"POINT(16.564872479933786 59.62460940025019)"
"POINT(16.560692253896192 59.62278895472158)"
"POINT(16.56376281698418 59.624884218698874)"
"POINT(16.56129068400963 59.62510520556541)"
"POINT(16.562559759786883 59.624994772520445)"
"POINT(16.558317192659015 59.624123924490156)"
"POINT(16.56426206401809 59.6249532649889)"
"POINT(16.563676786393586 59.62719265574206)"
"POINT(16.557548037407404 59.625297316288446)"
"POINT(16.55854003451209 59.62502824579357)"
"POINT(16.562123060832093 59.62478459452758)"
"POINT(16.56241482100544 59.62670268526147)"
"POINT(16.563578800804446 59.62705963564164)"
"POINT(16.56066605599671 59.6243064439342)"
"POINT(16.562805258427357 59.62307235086655)"
"POINT(16.563666429311134 59.62489176465255)"
"POINT(16.562644920017945 59.62399422395092)"
"POINT(16.5611091981569 59.625939268253326)"
"POINT(16.55986901353624 59.623833631540386)"
"POINT(16.558279160326464 59.623632482759554)"
"POINT(16.55679819373074 59.62263910273211)"
"POINT(16.55939494756606 59.62549144472918)"
"POINT(16.55779867726602 59.62534511164638)"
"POINT(16.559722118643794 59.623487696162464)"
"POINT(16.560538003012848 59.62350588442082)"
"POINT(16.558188064009727 59.62672739959854)"
"POINT(16.558438934420774 59.62652918702658)"
"POINT(16.564640753538217 59.625902814548645)"
"POINT(16.55938384125066 59.626005736650534)"
"POINT(16.558984437548343 59.62650613846703)"
"POINT(16.56204413810632 59.62601634360625)"
"POINT(16.56526094299928 59.6270855258876)"
"POINT(16.559010582350396 59.623832688463345)"
"POINT(16.56480493248511 59.6273893093152)"
"POINT(16.56413103051446 59.626251972164916)"
"POINT(16.55715030415643 59.62696211620983)"
"POINT(16.563820619257804 59.624292630277914)"
"POINT(16.562649507655067 59.625158293146136)"
"POINT(16.558971921815406 59.62675218798806)"
"POINT(16.5568359354307 59.6259675703596)"
"POINT(16.563856543246228 59.625273076038624)"
"POINT(16.556894892684234 59.62447587348402)"
"POINT(16.562252904956832 59.62472127790539)"
"POINT(16.557018694545228 59.62617101743137)"
"POINT(16.563735687260635 59.62637269647801)"
"POINT(16.55843805712748 59.62498766162348)"
"POINT(16.557580669542947 59.62673193367342)"
"POINT(16.559098082246862 59.625090692057036)"
"POINT(16.561906961535396 59.62350836509654)"
"POINT(16.562817118486333 59.625171805808044)"
"POINT(16.55956830325113 59.62310987184573)"
"POINT(16.564254277928978 59.624253506088664)"
"POINT(16.55710331835994 59.6270679345807)"
"POINT(16.561873670901416 59.6268982365861)"
"POINT(16.565139262864157 59.62734102271499)"
"POINT(16.565098271884363 59.62672901850895)"
"POINT(16.559938010355342 59.62369003559964)"
"POINT(16.557243624482023 59.6234559187537)"
"POINT(16.558584868469772 59.62687337142394)"
"POINT(16.561920026194553 59.62506563085023)"
"POINT(16.558560428742055 59.626861162084424)"
"POINT(16.55978560964763 59.62429935097338)"
"POINT(16.563422782458673 59.62681426783575)"
"POINT(16.56337498798456 59.626637229136406)"
"POINT(16.56251097206306 59.62413835065088)"
"POINT(16.556934389020004 59.625065670883)"
"POINT(16.556842334273142 59.62517926987726)"
"POINT(16.5636198891818 59.62552291070262)"
"POINT(16.56309030084956 59.622949373654016)"
"POINT(16.558435578795272 59.62589151258664)"
"POINT(16.558654483804897 59.62451209490156)"
"POINT(16.564738171814273 59.62693219444093)"
"POINT(16.558614958681883 59.62531918382011)"
"POINT(16.56065486109665 59.623526839885436)"
"POINT(16.55650916012718 59.626806115543566)"
"POINT(16.56464532497179 59.6262745857606)"
"POINT(16.558734246743146 59.62529458080511)"
"POINT(16.562232898311724 59.62594215056314)"
"POINT(16.55814290672282 59.6265481563404)"
"POINT(16.559179526045344 59.626641946134995)"
"POINT(16.55747544494201 59.626885997267465)"
"POINT(16.55846429553213 59.62345200363943)"
"POINT(16.56130000708819 59.624083635218085)"
"POINT(16.559912835483278 59.62649464214211)"
"POINT(16.563003228680003 59.62462787515142)"
"POINT(16.56141947190577 59.623131273692096)"
"POINT(16.55960790633453 59.624406969454014)"
"POINT(16.557433124496217 59.62610160351837)"
"POINT(16.56444007246849 59.62673822276124)"
"POINT(16.559248648993588 59.62622840169764)"
"POINT(16.563858874272203 59.62681173482328)"
"POINT(16.556603300144765 59.62594553119383)"
"POINT(16.560816276505008 59.6258236044377)"
"POINT(16.561752064689347 59.62532566869862)"
"POINT(16.56445699338564 59.624344166720604)"
"POINT(16.557300207598022 59.626784927547845)"
"POINT(16.560046261087074 59.62460936883958)"
"POINT(16.561178072322527 59.62539749717515)"
"POINT(16.55690600647509 59.626548787740646)"
"POINT(16.5607880586389 59.62543837533293)"
"POINT(16.563641801908993 59.62562257745893)"
"POINT(16.559538854894637 59.62664529011344)"
"POINT(16.556996248575977 59.62509449572301)"
"POINT(16.56207417803501 59.62288232982937)"
"POINT(16.564418823671016 59.624609260905274)"
"POINT(16.561491528570365 59.62280001764281)"
"POINT(16.563782979064364 59.62590274051688)"
"POINT(16.563405197922886 59.62471825102693)"
"POINT(16.55719255015502 59.62460101010299)"
"POINT(16.5569275923659 59.626558237643174)"
"POINT(16.55987618356896 59.62306635420605)"
"POINT(16.55889955871203 59.626583983205805)"
"POINT(16.562939893172 59.62488976666052)"
"POINT(16.561819399907016 59.62448836638494)"
"POINT(16.558097025333296 59.62379144023195)"
"POINT(16.5610383607878 59.62355181704874)"
"POINT(16.561674148274125 59.623444345864044)"
"POINT(16.559993660253504 59.62665841351407)"
"POINT(16.56412730275902 59.627130777714925)"
"POINT(16.56097861153389 59.62399086916611)"
"POINT(16.563957839599546 59.625528398435286)"
"POINT(16.560546985196677 59.62434230825994)"
"POINT(16.55659405798151 59.62516890171516)"
"POINT(16.564799645473055 59.62664807976691)"
"POINT(16.561484787087583 59.625484715343646)"
"POINT(16.559060211133207 59.62317104397853)"
"POINT(16.561799948362353 59.62456994437111)"
"POINT(16.557292450555217 59.62416274824032)"
"POINT(16.561632225314217 59.625735323360374)"
"POINT(16.557782214286757 59.62675665338525)"
"POINT(16.563713359178553 59.62462287266023)"
"POINT(16.55898616658517 59.622579549867204)"
"POINT(16.558259465518848 59.62699233758601)"
"POINT(16.56356872329039 59.6259610761145)"
"POINT(16.56413633433576 59.623482404009124)"
"POINT(16.561373099904642 59.622817296951894)"
"POINT(16.556873208431973 59.62321647227154)"
"POINT(16.563327035291035 59.62299985048988)"
"POINT(16.55766373403678 59.626498511185616)"
"POINT(16.557872341192848 59.62536439280488)"
"POINT(16.557438455336406 59.626513962597485)"
"POINT(16.563585787087234 59.62630357632999)"
"POINT(16.55959538813345 59.62568183655146)"
"POINT(16.564474137657086 59.62317773066536)"
"POINT(16.559982211753212 59.62485860553637)"
"POINT(16.560277936052962 59.62500442724436)"
"POINT(16.561311495977396 59.627133533371634)"
"POINT(16.558795564910362 59.62367423908897)"
"POINT(16.56385463579209 59.62587635355243)"
"POINT(16.562011041335694 59.623811810420705)"
"POINT(16.560517451847804 59.62431328259417)"
"POINT(16.556794583022537 59.62504748589579)"
"POINT(16.560302391298443 59.62276371877066)"
"POINT(16.562023469176058 59.62609090571373)"
"POINT(16.55948470477343 59.627047229774085)"
"POINT(16.557082218020447 59.62255878616572)"
"POINT(16.55986425032129 59.625059072857034)"
"POINT(16.557466069505317 59.62454299709907)"
"POINT(16.5642966568848 59.62735233422054)"
"POINT(16.556835097379444 59.62264830329102)"
"POINT(16.55961884380475 59.62586625212078)"
"POINT(16.56491762357301 59.62648539196242)"
"POINT(16.561382122073084 59.625478202708784)"
"POINT(16.562169958237597 59.62417345869616)"
"POINT(16.55975178520475 59.626650608320155)"
"POINT(16.559358571591893 59.62378513280355)"
"POINT(16.559736192355263 59.62417493088662)"
"POINT(16.560032974895336 59.62269627829333)"
"POINT(16.557460965551858 59.62364524885698)"
"POINT(16.56246073327603 59.625355999679755)"
"POINT(16.56130118531333 59.626883031547)"
"POINT(16.559251112675074 59.626585128486916)"
"POINT(16.557748729433122 59.62682754017185)"
"POINT(16.564619326479345 59.624311536143594)"
"POINT(16.559266348798165 59.62440459817651)"
"POINT(16.55864705198907 59.6237698485479)"
"POINT(16.55830519666744 59.624452258577946)"
"POINT(16.56152116427557 59.62370242638922)"
"POINT(16.562142604115397 59.62582012527619)"
"POINT(16.56035024934969 59.62528779509002)"
"POINT(16.557420135757628 59.62303708208571)"
"POINT(16.55873524270308 59.62639638069068)"
"POINT(16.557473807260397 59.62654097521507)"
"POINT(16.557028463554413 59.62363442478338)"
"POINT(16.55687693189951 59.626090013016494)"
"POINT(16.563758525471993 59.624151450530206)"
"POINT(16.564445188167817 59.624768600090796)"
"POINT(16.52045998975708 59.64295953835096)"
"POINT(16.521478599084784 59.641093109638234)"
"POINT(16.52003752793112 59.6447247304671)"
"POINT(16.52438489552014 59.64559188168492)"
"POINT(16.52029788769883 59.641340690646274)"
"POINT(16.514248836277954 59.64300692449074)"
"POINT(16.52094802547096 59.64417748494229)"
"POINT(16.51520732211641 59.64404458199397)"
"POINT(16.519186741402986 59.63864987199294)"
"POINT(16.51996384942391 59.642552754686825)"
"POINT(16.52346948992823 59.63861071913793)"
"POINT(16.5225222835647 59.6408529064733)"
"POINT(16.520344299205046 59.63919297580742)"
"POINT(16.522686392380127 59.63940441325686)"
"POINT(16.518789647115113 59.64335927885655)"
"POINT(16.52064636069657 59.640454356639594)"
"POINT(16.522761196493747 59.64502070144221)"
"POINT(16.518308054559622 59.639624081112615)"
"POINT(16.52595745658499 59.64559922942924)"
"POINT(16.523094614130816 59.64468041300318)"
"POINT(16.520169655892246 59.64413662241124)"
"POINT(16.52348830989075 59.644376643196225)"
"POINT(16.51704045340297 59.643190796534185)"
"POINT(16.52257237115861 59.63965787791541)"
"POINT(16.52275052724753 59.64329756764856)"
"POINT(16.525307401516624 59.64522845074002)"
"POINT(16.520176912312746 59.64092008197759)"
"POINT(16.523956635646318 59.64012218065781)"
"POINT(16.52036101931468 59.64441656438807)"
"POINT(16.523893281781856 59.63840372673943)"
"POINT(16.520299577624197 59.639351038125476)"
"POINT(16.52384077914993 59.642048321408076)"
"POINT(16.524913290404335 59.641430767205065)"
"POINT(16.52204514992676 59.638436560365065)"
"POINT(16.5204169493774 59.64483602822116)"
"POINT(16.52359417731029 59.64191821588491)"
"POINT(16.517864788134656 59.64393624103359)"
"POINT(16.524133575359553 59.64474383445989)"
"POINT(16.517185729416674 59.64181974933742)"
"POINT(16.516968826916507 59.642656216366966)"
"POINT(16.52170272855923 59.63931836171993)"
"POINT(16.51746458635616 59.64206079147024)"
"POINT(16.523523430776915 59.64050673995471)"
"POINT(16.518751156417398 59.64265868321624)"
"POINT(16.521630146031004 59.64100525768993)"
"POINT(16.524637673818095 59.64418386013289)"
"POINT(16.51796007373417 59.64335496571675)"
"POINT(16.523790945455485 59.641059657909125)"
"POINT(16.521102419955408 59.638732969170015)"
"POINT(16.51765345556304 59.640749706543154)"
"POINT(16.51392498175306 59.644500994639685)"
"POINT(16.517012714579245 59.643960377643666)"
"POINT(16.52537906047207 59.645312698738984)"
"POINT(16.51953518601648 59.6440603691125)"
"POINT(16.52589185540851 59.645966357415475)"
"POINT(16.519165512299587 59.64079968546715)"
"POINT(16.52085447374965 59.64479452914405)"
"POINT(16.522761156341755 59.63913564339333)"
"POINT(16.5189040614078 59.643402898484126)"
"POINT(16.524910498635414 59.64182852267378)"
"POINT(16.522344990411444 59.6436461188466)"
"POINT(16.52049305485884 59.641907573008105)"
"POINT(16.521641791997205 59.63834010365103)"
"POINT(16.519295071368806 59.64159530223358)"
"POINT(16.51956186045126 59.64209213775625)"
"POINT(16.518793240236274 59.64055977490304)"
"POINT(16.52264799094829 59.63887882931821)"
"POINT(16.521320126357573 59.640958670685116)"
"POINT(16.521191501120075 59.638990542579)"
"POINT(16.523418986237562 59.639156192732194)"
"POINT(16.519688631732404 59.64157292545223)"
"POINT(16.52070906476012 59.63991669502373)"
"POINT(16.524947325930604 59.64472460817439)"
"POINT(16.512552771559886 59.644542296416695)"
"POINT(16.52183533646157 59.63990911896806)"
"POINT(16.522654358450456 59.64047238989088)"
"POINT(16.515146316906495 59.644527039361805)"
"POINT(16.524922390583644 59.643877123902826)"
"POINT(16.524556846004035 59.64203684873644)"
"POINT(16.523717650986026 59.644348320916535)"
"POINT(16.51828493220021 59.644292473228234)"
"POINT(16.52379359216678 59.64158790938519)"
"POINT(16.526053565197223 59.64451717940188)"
"POINT(16.524770405341243 59.64453262022138)"
"POINT(16.52497435613766 59.63878849988591)"
"POINT(16.51745898085621 59.644563342431795)"
"POINT(16.516776020526233 59.64137248414424)"
"POINT(16.523864479377313 59.64151092745247)"
"POINT(16.51721860749886 59.64095383021089)"
"POINT(16.523973578832972 59.64023631619121)"
"POINT(16.516020545860453 59.643812489508484)"
"POINT(16.517919078660462 59.64044308335742)"
"POINT(16.519743486033146 59.642150971578694)"
"POINT(16.525581639080247 59.64113920440518)"
"POINT(16.52037990237015 59.643380811094396)"
"POINT(16.519887555141224 59.63858222103285)"
"POINT(16.522054607099232 59.64126517410036)"
"POINT(16.522677029457853 59.64046612001794)"
"POINT(16.523946797082427 59.64427623461925)"
"POINT(16.522756891595357 59.641699466226825)"
"POINT(16.517032913077475 59.64275151469815)"
"POINT(16.521941820504953 59.64520041872483)"
"POINT(16.525361155414327 59.64141687626152)"
"POINT(16.52269068223716 59.638593651835386)"
"POINT(16.522469293324797 59.64419922347792)"
"POINT(16.51714909761709 59.641664981611555)"
"POINT(16.518828106920136 59.64258608142893)"
"POINT(16.520312252721638 59.643698274122315)"
"POINT(16.519174319546178 59.64105230907095)"
"POINT(16.519538033740904 59.64327757270366)"
"POINT(16.524016307711076 59.63869269544525)"
"POINT(16.517230599709183 59.640566006418375)"
"POINT(16.52190670566413 59.64363040555263)"
"POINT(16.51955492435081 59.64266252013108)"
"POINT(16.520964013173774 59.64043624146652)"
"POINT(16.520740788297044 59.644707719078454)"
"POINT(16.526182221196052 59.64476334901973)"
"POINT(16.518945252515532 59.64059146265463)"
"POINT(16.52623159204288 59.644962597237246)"
"POINT(16.526316248016578 59.64414497165836)"
"POINT(16.51812661704757 59.64241469105998)"
"POINT(16.517059814373372 59.64269022501348)"
"POINT(16.51873444584805 59.641386161848466)"
"POINT(16.517553449058525 59.64016328186289)"
"POINT(16.52449324869855 59.63928219927513)"
"POINT(16.52589083526819 59.645237542331216)"
"POINT(16.521382318755226 59.64087210386981)"
"POINT(16.52164202924074 59.64227238192898)"
"POINT(16.524213974157085 59.644300079703925)"
"POINT(16.525568653536382 59.64203172329046)"
"POINT(16.518150547569974 59.643976967931536)"
"POINT(16.52353849605011 59.63843625224138)"
"POINT(16.517179843286375 59.643386985278354)"
"POINT(16.513851052370843 59.643336212679834)"
"POINT(16.52392608975145 59.64296308755447)"
"POINT(16.5221359858417 59.63918452945631)"
"POINT(16.518322202945026 59.6419946842095)"
"POINT(16.52264543106385 59.63861836845595)"
"POINT(16.517053618549003 59.64095783851299)"
"POINT(16.52626250022032 59.64441050227962)"
"POINT(16.521270026193566 59.6436273081568)"
"POINT(16.522451355764893 59.64485105771511)"
"POINT(16.52143604509342 59.640938272089784)"
"POINT(16.522288256405155 59.640097231943294)"
"POINT(16.51345750768753 59.6438966891518)"
"POINT(16.519445105941074 59.63943654711321)"
"POINT(16.521503529373174 59.63977634778353)"
"POINT(16.52175423557152 59.63915452819403)"
"POINT(16.519697177003827 59.64096290339544)"
"POINT(16.52268059114285 59.64213465349287)"
"POINT(16.51392160848787 59.64334152004592)"
"POINT(16.522808242504077 59.64255497470104)"
"POINT(16.51484622944701 59.64291739803615)"
"POINT(16.52079941771504 59.64174681820236)"
"POINT(16.516852633005694 59.642845316494295)"
"POINT(16.520742678171697 59.64164153329584)"
"POINT(16.523717191714436 59.63949140257179)"
"POINT(16.52391411228134 59.638988193602984)"
"POINT(16.523405622542185 59.6451419309575)"
"POINT(16.524808432486484 59.640710511067525)"
"POINT(16.52342301347798 59.642059534925494)"
"POINT(16.5152055192263 59.642841984109104)"
"POINT(16.522250636352883 59.63912504171374)"
"POINT(16.52040813821854 59.64205488428725)"
"POINT(16.523292736201 59.63895989139054)"
"POINT(16.516177851277245 59.64133364064138)"
"POINT(16.52177802952499 59.64086641135053)"
"POINT(16.525174234812038 59.64492752756394)"
"POINT(16.51389711763113 59.644043625452106)"
"POINT(16.52382371418137 59.64046429453363)"
"POINT(16.52272206992944 59.64511748865568)"
"POINT(16.521591918836773 59.642857780857334)"
"POINT(16.51936582796703 59.638539476692486)"
"POINT(16.520616630715935 59.641741627044304)"
"POINT(16.52165754666768 59.64509376172917)"
"POINT(16.524713752463715 59.638348118192006)"
"POINT(16.525511593655892 59.643911698057586)"
"POINT(16.52162864042431 59.64183563596121)"
"POINT(16.52299963103826 59.64115512852415)"
"POINT(16.523465001660234 59.642472809917834)"
"POINT(16.51629620657525 59.64406446429386)"
"POINT(16.5240838733314 59.64173657665405)"
"POINT(16.525439845030135 59.64463608383062)"
"POINT(16.523218829465694 59.64463954686473)"
"POINT(16.522866800976836 59.639475776192235)"
"POINT(16.523141608471594 59.64436284991904)"
"POINT(16.51469971441518 59.64310512763638)"
"POINT(16.51616690672365 59.643381532644085)"
"POINT(16.526100815259024 59.64343501454441)"
"POINT(16.520043889089937 59.64431440252196)"
"POINT(16.525340674873515 59.644519187560824)"
"POINT(16.524689877798366 59.63900729106304)"
"POINT(16.525012444810297 59.64402423693148)"
"POINT(16.516884383293707 59.641569647126644)"
"POINT(16.51992392527171 59.64254086792463)"
"POINT(16.520338074772226 59.64241267452103)"
"POINT(16.519661565137643 59.638174546828175)"
"POINT(16.5147923750363 59.642539981491694)"
"POINT(16.522814080502577 59.64026034541469)"
"POINT(16.523689047046215 59.641297903432644)"
"POINT(16.522096340376777 59.643719191450884)"
"POINT(16.518262111176476 59.64198425941816)"
"POINT(16.51965509947722 59.64415984700575)"
"POINT(16.523137852892777 59.638596800157295)"
"POINT(16.521894227254855 59.639006604653275)"
"POINT(16.515354768975417 59.64453847565967)"
"POINT(16.524782959727037 59.63931528301777)"
"POINT(16.52475770770635 59.643628353740354)"
"POINT(16.516348846216882 59.64350308715988)"
"POINT(16.525419078004994 59.64076994806783)"
"POINT(16.521256796862854 59.64185529395003)"
"POINT(16.523607072442186 59.64461784222087)"
"POINT(16.525468277622306 59.645123463245405)"
"POINT(16.515716765275215 59.64401060806389)"
"POINT(16.52380754489917 59.642234689002464)"
"POINT(16.520249572339324 59.64047029667835)"
"POINT(16.524863701626717 59.63961129393157)"
"POINT(16.519335707831875 59.639425789329465)"
"POINT(16.524788991009927 59.63964786426495)"
"POINT(16.523698279481113 59.63933835622833)"
"POINT(16.516586016272026 59.64096447364675)"
"POINT(16.525586021314062 59.64116054455855)"
"POINT(16.52070099402985 59.63825369372154)"
"POINT(16.524885841172978 59.63980930326084)"
"POINT(16.52335282269267 59.639646994502655)"
"POINT(16.516286244807056 59.643447739565154)"
"POINT(16.52005677323315 59.644419357855924)"
"POINT(16.522955269221974 59.638424378702375)"
"POINT(16.52128784637611 59.641752669804234)"
"POINT(16.521603029353248 59.64394344603552)"
"POINT(16.52520505627437 59.64481301955882)"
"POINT(16.52151727812868 59.64229648998257)"
"POINT(16.523406736163903 59.64080993275489)"
"POINT(16.522233236417918 59.641551108207494)"
"POINT(16.525470294609306 59.643180616674265)"
"POINT(16.517993937082363 59.64368699411234)"
"POINT(16.518995126879744 59.64405078482734)"
"POINT(16.51810373221964 59.64270351599178)"
"POINT(16.52553467148844 59.64187580752838)"
"POINT(16.521370455702968 59.64161311060083)"
"POINT(16.51736114431021 59.64211710373849)"
"POINT(16.519748023658302 59.64285099779607)"
"POINT(16.520600454987893 59.6405631234182)"
"POINT(16.522294070046705 59.64079352757242)"
"POINT(16.517258228402877 59.643540995983486)"
"POINT(16.518789535155097 59.64333737510046)"
"POINT(16.519529942410664 59.64390417151788)"
"POINT(16.521678319566497 59.64501255721065)"
"POINT(16.52149665392662 59.63872149731372)"
"POINT(16.524851633456546 59.64064408555452)"
"POINT(16.520245570683844 59.638941813583536)"
"POINT(16.522185121685396 59.64504552033376)"
"POINT(16.525350551791366 59.641987066005036)"
"POINT(16.515738953213578 59.643576368500334)"
"POINT(16.516523158076332 59.643004424286794)"
"POINT(16.51584644578743 59.64211817753838)"
"POINT(16.51886619075598 59.642858856324786)"
"POINT(16.520379560251307 59.64023396843063)"
"POINT(16.519345002313262 59.64351984511894)"
"POINT(16.517312226117877 59.64151753094539)"
"POINT(16.520219893028344 59.64172040450298)"
"POINT(16.5260284296017 59.64422293787279)"
"POINT(16.519397010037743 59.63894153520233)"
"POINT(16.51960401768047 59.64393387139326)"
"POINT(16.524503540722375 59.64128928195195)"
"POINT(16.523316247471612 59.64087724707902)"
"POINT(16.522880691518175 59.64517299658819)"
"POINT(16.523596471976777 59.64114378516095)"
"POINT(16.524927790809024 59.64346155229066)"
"POINT(16.515891972886234 59.64304141285218)"
"POINT(16.521339924903963 59.63944173907541)"
"POINT(16.517162499902255 59.64061532000703)"
"POINT(16.520214622412908 59.643732599585995)"
"POINT(16.519416603256396 59.64035307462223)"
"POINT(16.523697960570072 59.644004408795524)"
"POINT(16.517084877156346 59.64222540115114)"
"POINT(16.52064932689239 59.64062124121651)"
"POINT(16.51845457551288 59.64022128332576)"
"POINT(16.51832673099439 59.64069444360629)"
"POINT(16.51835008356174 59.64119341730584)"
"POINT(16.52091092466299 59.64122940100845)"
"POINT(16.522809686407946 59.64072484138745)"
"POINT(16.51345913095698 59.6439110341263)"
"POINT(16.52432142763147 59.6457852037392)"
"POINT(16.517230435601068 59.641726788409294)"
"POINT(16.524417065132432 59.63829656069958)"
"POINT(16.523094442032114 59.641395662913354)"
"POINT(16.519115713723735 59.64400171008247)"
"POINT(16.51956956006818 59.642561840082145)"
"POINT(16.523713132430522 59.64352415048882)"
"POINT(16.523061977989627 59.64186276519252)"
"POINT(16.522215806518624 59.642490677448585)"
"POINT(16.51986894673988 59.64129318142486)"
"POINT(16.519918212790497 59.641399022154914)"
"POINT(16.52283555717968 59.64420502346237)"
"POINT(16.51383153580035 59.64378798384733)"
"POINT(16.519319116952744 59.641545387921376)"
"POINT(16.519957624995968 59.64218643636281)"
"POINT(16.518006853369453 59.64326742570695)"
"POINT(16.522098427674962 59.643593617290605)"
